country,year,tax_price_only,ets_price_only,has_tax,has_ets,any_carbon_price_dummy,carbon_price_max,tax_type,tax_price
France,2024,47.940540,61.301547,1,1,1,61.301547,3,61.301547
France,2025,48.114480,70.370124,1,1,1,70.370124,3,70.370124
Iceland,2010,8.843176,0.000000,1,0,1,8.843176,1,8.843176
Iceland,2011,9.904604,0.000000,1,0,1,9.904604,1,9.904604
Iceland,2012,8.965638,0.000000,1,0,1,8.965638,1,8.965638
Iceland,2013,17.615187,0.000000,1,0,1,17.615187,1,17.615187
Iceland,2014,20.277997,0.000000,1,0,1,20.277997,1,20.277997
Iceland,2015,16.208876,0.000000,1,0,1,16.208876,1,16.208876
Iceland,2016,18.608782,0.000000,1,0,1,18.608782,1,18.608782
Iceland,2017,21.190987,0.000000,1,0,1,21.190987,1,21.190987
Iceland,2018,36.676789,0.000000,1,0,1,36.676789,1,36.676789
Iceland,2019,35.474284,0.000000,1,0,1,35.474284,1,35.474284
Iceland,2020,30.743800,0.000000,1,0,1,30.743800,1,30.743800
Iceland,2021,35.362094,0.000000,1,0,1,35.362094,1,35.362094
Iceland,2022,35.612758,0.000000,1,0,1,35.612758,1,35.612758
Iceland,2023,36.108666,0.000000,1,0,1,36.108666,1,36.108666
Iceland,2024,36.508164,0.000000,1,0,1,36.508164,1,36.508164
Iceland,2025,60.060060,0.000000,1,0,1,60.060060,1,60.060060
Ireland,2010,20.177196,17.265976,1,1,1,20.177196,3,20.177196
Ireland,2011,21.185457,23.756880,1,1,1,23.756880,3,23.756880
Ireland,2012,26.696664,9.322488,1,1,1,26.696664,3,26.696664
Ireland,2013,25.595297,6.043960,1,1,1,25.595297,3,25.595297
Ireland,2014,27.564165,6.757100,1,1,1,27.564165,3,27.564165
Ireland,2015,21.497650,7.689825,1,1,1,21.497650,3,21.497650
Ireland,2016,22.850873,5.921776,1,1,1,22.850873,3,22.850873
Ireland,2017,21.369724,5.644848,1,1,1,21.369724,3,21.369724
Ireland,2018,24.627852,16.263720,1,1,1,24.627852,3,24.627852
Ireland,2019,22.459098,24.505716,1,1,1,24.505716,3,24.505716
Ireland,2020,28.521640,18.536520,1,1,1,28.521640,3,28.521640
Ireland,2021,39.678533,49.779548,1,1,1,49.779548,3,49.779548
Ireland,2022,45.690048,86.526108,1,1,1,86.526108,3,86.526108
Ireland,2023,53.185111,96.298125,1,1,1,96.298125,3,96.298125
Ireland,2024,52.568897,61.301547,1,1,1,61.301547,3,61.301547
Ireland,2025,68.503800,70.370124,1,1,1,70.370124,3,70.370124
Israel,2025,1.511471,0.000000,1,0,1,1.511471,1,1.511471
Japan,2012,1.075379,0.000000,1,0,1,1.075379,1,1.075379
Japan,2013,0.940914,0.000000,1,0,1,0.940914,1,0.940914
Japan,2014,1.710901,0.000000,1,0,1,1.710901,1,1.710901
Japan,2015,1.472987,0.000000,1,0,1,1.472987,1,1.472987
Japan,2016,2.393590,0.000000,1,0,1,2.393590,1,2.393590
Japan,2017,2.396795,0.000000,1,0,1,2.396795,1,2.396795
Japan,2018,2.529060,0.000000,1,0,1,2.529060,1,2.529060
Japan,2019,2.417725,0.000000,1,0,1,2.417725,1,2.417725
Japan,2020,2.496383,0.000000,1,0,1,2.496383,1,2.496383
