country,year,tax_price_only,ets_price_only,has_tax,has_ets,any_carbon_price_dummy,carbon_price_max,tax_type,tax_price
Finland,2007,24.038990,1.251892,1,1,1,24.038990,3,24.038990
Finland,2008,31.022460,34.483320,1,1,1,34.483320,3,34.483320
Finland,2009,27.035086,15.550804,1,1,1,27.035086,3,27.035086
Finland,2010,27.488188,17.265976,1,1,1,27.488188,3,27.488188
Finland,2011,70.705000,23.756880,1,1,1,70.705000,3,70.705000
Finland,2012,80.136000,9.322488,1,1,1,80.136000,3,80.136000
Finland,2013,64.025000,6.043960,1,1,1,64.025000,3,64.025000
Finland,2014,79.982000,6.757100,1,1,1,79.982000,3,79.982000
Finland,2015,62.379000,7.689825,1,1,1,62.379000,3,62.379000
Finland,2016,66.305600,5.921776,1,1,1,66.305600,3,66.305600
Finland,2017,62.007800,5.644848,1,1,1,62.007800,3,62.007800
Finland,2018,89.943300,16.263720,1,1,1,89.943300,3,89.943300
Finland,2019,86.517200,24.505716,1,1,1,86.517200,3,86.517200
Finland,2020,84.207200,18.536520,1,1,1,84.207200,3,84.207200
Finland,2021,90.444200,49.779548,1,1,1,90.444200,3,90.444200
Finland,2022,85.100400,86.526108,1,1,1,86.526108,3,86.526108
Finland,2023,83.737500,96.298125,1,1,1,96.298125,3,96.298125
Finland,2024,99.984863,61.301547,1,1,1,99.984863,3,99.984863
Finland,2025,66.885600,70.370124,1,1,1,70.370124,3,70.370124
France,2014,9.653000,6.757100,1,1,1,9.653000,3,9.653000
France,2015,15.594750,7.689825,1,1,1,15.594750,3,15.594750
France,2016,25.150400,5.921776,1,1,1,25.150400,3,25.150400
France,2017,32.607550,5.644848,1,1,1,32.607550,3,32.607550
France,2018,54.951660,16.263720,1,1,1,54.951660,3,54.951660
France,2019,50.112560,24.505716,1,1,1,50.112560,3,50.112560
France,2020,48.774560,18.536520,1,1,1,48.774560,3,48.774560
France,2021,52.387160,49.779548,1,1,1,52.387160,3,52.387160
France,2022,49.291920,86.526108,1,1,1,86.526108,3,86.526108
France,2023,48.502500,96.298125,1,1,1,96.298125,3,96.298125
