geo,year,sector,co2_kt,sec,coverage
SI,2007,CRF1A1A,6698.64,power_heat,covered
SI,2008,CRF1A1A,6461.92,power_heat,covered
SI,2009,CRF1A1A,6181.82,power_heat,covered
SI,2010,CRF1A1A,6304.26,power_heat,covered
SI,2011,CRF1A1A,6333.27,power_heat,covered
SI,2012,CRF1A1A,6027.2,power_heat,covered
SI,2013,CRF1A1A,5746.9,power_heat,covered
SI,2014,CRF1A1A,4425.75,power_heat,covered
SI,2015,CRF1A1A,4538.67,power_heat,covered
SI,2016,CRF1A1A,4911.74,power_heat,covered
SI,2017,CRF1A1A,4899.18,power_heat,covered
SI,2018,CRF1A1A,4784.14,power_heat,covered
SI,2019,CRF1A1A,4557.79,power_heat,covered
SI,2020,CRF1A1A,4494.26,power_heat,covered
SI,2021,CRF1A1A,4178.43,power_heat,covered
SI,2022,CRF1A1A,3400.45,power_heat,covered
SI,2023,CRF1A1A,3291.23,power_heat,covered
SI,2024,CRF1A1A,3615.51,power_heat,covered
SK,1990,CRF1A1A,14700.15,power_heat,covered
SK,1991,CRF1A1A,12413.4,power_heat,covered
SK,1992,CRF1A1A,10830.52,power_heat,covered
SK,1993,CRF1A1A,9671.2,power_heat,covered
SK,1994,CRF1A1A,8640.63,power_heat,covered
SK,1995,CRF1A1A,8374.46,power_heat,covered
SK,1996,CRF1A1A,8330.46,power_heat,covered
SK,1997,CRF1A1A,8198.07,power_heat,covered
SK,1998,CRF1A1A,8211.3,power_heat,covered
SK,1999,CRF1A1A,8402.07,power_heat,covered
SK,2000,CRF1A1A,8893.62,power_heat,covered
SK,2001,CRF1A1A,9882.2,power_heat,covered
SK,2002,CRF1A1A,9178.64,power_heat,covered
SK,2003,CRF1A1A,9686.47,power_heat,covered
SK,2004,CRF1A1A,9589.15,power_heat,covered
SK,2005,CRF1A1A,8645.45,power_heat,covered
SK,2006,CRF1A1A,8005.77,power_heat,covered
SK,2007,CRF1A1A,7340.43,power_heat,covered
SK,2008,CRF1A1A,7414.9,power_heat,covered
SK,2009,CRF1A1A,6498.95,power_heat,covered
SK,2010,CRF1A1A,6235.86,power_heat,covered
SK,2011,CRF1A1A,6397.81,power_heat,covered
SK,2012,CRF1A1A,6103.72,power_heat,covered
SK,2013,CRF1A1A,5646.64,power_heat,covered
SK,2014,CRF1A1A,4688.56,power_heat,covered
SK,2015,CRF1A1A,4921.41,power_heat,covered
SK,2016,CRF1A1A,4802.72,power_heat,covered
SK,2017,CRF1A1A,4876.56,power_heat,covered
SK,2018,CRF1A1A,4712.37,power_heat,covered
SK,2019,CRF1A1A,4428.17,power_heat,covered
SK,2020,CRF1A1A,3922.58,power_heat,covered
SK,2021,CRF1A1A,4341.73,power_heat,covered
SK,2022,CRF1A1A,3286.28,power_heat,covered
SK,2023,CRF1A1A,3202.95,power_heat,covered
SK,2024,CRF1A1A,2358.83,power_heat,covered
TR,1990,CRF1A1A,32822.59,power_heat,covered
TR,1991,CRF1A1A,34429.22,power_heat,covered
TR,1992,CRF1A1A,39046.71,power_heat,covered
TR,1993,CRF1A1A,38254.63,power_heat,covered
TR,1994,CRF1A1A,44561.79,power_heat,covered
TR,1995,CRF1A1A,45859.74,power_heat,covered
TR,1996,CRF1A1A,49743.75,power_heat,covered
TR,1997,CRF1A1A,54809.81,power_heat,covered
TR,1998,CRF1A1A,60336.34,power_heat,covered
TR,1999,CRF1A1A,65778.23,power_heat,covered
TR,2000,CRF1A1A,73139.36,power_heat,covered
TR,2001,CRF1A1A,75350.52,power_heat,covered
TR,2002,CRF1A1A,69374.31,power_heat,covered
TR,2003,CRF1A1A,68970.01,power_heat,covered
TR,2004,CRF1A1A,69839.78,power_heat,covered
TR,2005,CRF1A1A,84623.5,power_heat,covered
TR,2006,CRF1A1A,90114.56,power_heat,covered
TR,2007,CRF1A1A,107431.18,power_heat,covered
TR,2008,CRF1A1A,112407.62,power_heat,covered
TR,2009,CRF1A1A,113841.73,power_heat,covered
TR,2010,CRF1A1A,107664.41,power_heat,covered
TR,2011,CRF1A1A,118729.68,power_heat,covered
TR,2012,CRF1A1A,119702.46,power_heat,covered
TR,2013,CRF1A1A,114861.49,power_heat,covered
TR,2014,CRF1A1A,125665.04,power_heat,covered
TR,2015,CRF1A1A,126766.96,power_heat,covered
TR,2016,CRF1A1A,134279.82,power_heat,covered
TR,2017,CRF1A1A,144814.09,power_heat,covered
TR,2018,CRF1A1A,148992.1,power_heat,covered
TR,2019,CRF1A1A,138272.87,power_heat,covered
TR,2020,CRF1A1A,130770.48,power_heat,covered
TR,2021,CRF1A1A,147901.12,power_heat,covered
TR,2022,CRF1A1A,143848.1,power_heat,covered
TR,2023,CRF1A1A,142490.71,power_heat,covered
TR,2024,CRF1A1A,149914.09,power_heat,covered
AT,1990,CRF1A1B,2394.34,refining,covered
AT,1991,CRF1A1B,2427.91,refining,covered
AT,1992,CRF1A1B,2389.33,refining,covered
AT,1993,CRF1A1B,2731.61,refining,covered
AT,1994,CRF1A1B,2709.24,refining,covered
AT,1995,CRF1A1B,2590.41,refining,covered
AT,1996,CRF1A1B,2646.52,refining,covered
AT,1997,CRF1A1B,2639.86,refining,covered
AT,1998,CRF1A1B,2633.11,refining,covered
AT,1999,CRF1A1B,2234.48,refining,covered
AT,2000,CRF1A1B,2213.81,refining,covered
AT,2001,CRF1A1B,2128.94,refining,covered
AT,2002,CRF1A1B,2565.08,refining,covered
AT,2003,CRF1A1B,2687.15,refining,covered
AT,2004,CRF1A1B,2843.55,refining,covered
AT,2005,CRF1A1B,2826.92,refining,covered
AT,2006,CRF1A1B,2829.98,refining,covered
AT,2007,CRF1A1B,2867.63,refining,covered
AT,2008,CRF1A1B,2806.07,refining,covered
AT,2009,CRF1A1B,2809.23,refining,covered
AT,2010,CRF1A1B,2724.48,refining,covered
AT,2011,CRF1A1B,2768.08,refining,covered
AT,2012,CRF1A1B,2836.13,refining,covered
AT,2013,CRF1A1B,2826.64,refining,covered
AT,2014,CRF1A1B,2713.19,refining,covered
AT,2015,CRF1A1B,2804.05,refining,covered
AT,2016,CRF1A1B,2784.46,refining,covered
AT,2017,CRF1A1B,2738.6,refining,covered
AT,2018,CRF1A1B,2824.37,refining,covered
AT,2019,CRF1A1B,2791.04,refining,covered
AT,2020,CRF1A1B,2731.77,refining,covered
AT,2021,CRF1A1B,2749.64,refining,covered
AT,2022,CRF1A1B,2255.07,refining,covered
AT,2023,CRF1A1B,2579.59,refining,covered
AT,2024,CRF1A1B,2620.21,refining,covered
BE,1990,CRF1A1B,4299.17,refining,covered
BE,1991,CRF1A1B,4297.16,refining,covered
BE,1992,CRF1A1B,4428.09,refining,covered
BE,1993,CRF1A1B,4075.88,refining,covered
BE,1994,CRF1A1B,4253.54,refining,covered
BE,1995,CRF1A1B,4088.89,refining,covered
BE,1996,CRF1A1B,4743.62,refining,covered
BE,1997,CRF1A1B,4779.72,refining,covered
BE,1998,CRF1A1B,4863.33,refining,covered
BE,1999,CRF1A1B,4567.61,refining,covered
BE,2000,CRF1A1B,4606.75,refining,covered
BE,2001,CRF1A1B,4642.99,refining,covered
BE,2002,CRF1A1B,4759.65,refining,covered
BE,2003,CRF1A1B,5190.25,refining,covered
BE,2004,CRF1A1B,4800.83,refining,covered
BE,2005,CRF1A1B,4353.23,refining,covered
BE,2006,CRF1A1B,4521.63,refining,covered
BE,2007,CRF1A1B,4581.92,refining,covered
BE,2008,CRF1A1B,4642.91,refining,covered
BE,2009,CRF1A1B,4762.35,refining,covered
BE,2010,CRF1A1B,4709.69,refining,covered
BE,2011,CRF1A1B,4267.28,refining,covered
BE,2012,CRF1A1B,4614.71,refining,covered
BE,2013,CRF1A1B,4397.84,refining,covered
BE,2014,CRF1A1B,4753.48,refining,covered
BE,2015,CRF1A1B,4680.01,refining,covered
BE,2016,CRF1A1B,4625.87,refining,covered
BE,2017,CRF1A1B,4690.35,refining,covered
BE,2018,CRF1A1B,4502.1,refining,covered
BE,2019,CRF1A1B,5610.97,refining,covered
BE,2020,CRF1A1B,4826.28,refining,covered
BE,2021,CRF1A1B,5081.03,refining,covered
BE,2022,CRF1A1B,4726.91,refining,covered
BE,2023,CRF1A1B,4525.19,refining,covered
BE,2024,CRF1A1B,4768.26,refining,covered
BG,1990,CRF1A1B,859.81,refining,covered
BG,1991,CRF1A1B,717.04,refining,covered
BG,1992,CRF1A1B,613.75,refining,covered
BG,1993,CRF1A1B,812.0,refining,covered
BG,1994,CRF1A1B,788.16,refining,covered
BG,1995,CRF1A1B,963.04,refining,covered
BG,1996,CRF1A1B,929.79,refining,covered
BG,1997,CRF1A1B,677.55,refining,covered
BG,1998,CRF1A1B,540.26,refining,covered
BG,1999,CRF1A1B,801.25,refining,covered
BG,2000,CRF1A1B,641.36,refining,covered
BG,2001,CRF1A1B,651.77,refining,covered
BG,2002,CRF1A1B,684.9,refining,covered
BG,2003,CRF1A1B,598.54,refining,covered
BG,2004,CRF1A1B,628.87,refining,covered
BG,2005,CRF1A1B,660.66,refining,covered
BG,2006,CRF1A1B,785.1,refining,covered
BG,2007,CRF1A1B,780.2,refining,covered
BG,2008,CRF1A1B,808.32,refining,covered
BG,2009,CRF1A1B,798.25,refining,covered
BG,2010,CRF1A1B,715.04,refining,covered
BG,2011,CRF1A1B,682.66,refining,covered
BG,2012,CRF1A1B,704.95,refining,covered
BG,2013,CRF1A1B,646.84,refining,covered
BG,2014,CRF1A1B,649.71,refining,covered
BG,2015,CRF1A1B,814.97,refining,covered
BG,2016,CRF1A1B,832.67,refining,covered
BG,2017,CRF1A1B,862.1,refining,covered
BG,2018,CRF1A1B,820.62,refining,covered
BG,2019,CRF1A1B,991.48,refining,covered
BG,2020,CRF1A1B,803.05,refining,covered
BG,2021,CRF1A1B,728.71,refining,covered
BG,2022,CRF1A1B,1031.49,refining,covered
BG,2023,CRF1A1B,954.8,refining,covered
BG,2024,CRF1A1B,1025.1,refining,covered
CH,1990,CRF1A1B,366.12,refining,covered
CH,1991,CRF1A1B,525.85,refining,covered
CH,1992,CRF1A1B,490.23,refining,covered
CH,1993,CRF1A1B,561.34,refining,covered
CH,1994,CRF1A1B,649.11,refining,covered
CH,1995,CRF1A1B,632.71,refining,covered
CH,1996,CRF1A1B,673.1,refining,covered
CH,1997,CRF1A1B,654.87,refining,covered
CH,1998,CRF1A1B,668.82,refining,covered
CH,1999,CRF1A1B,690.73,refining,covered
CH,2000,CRF1A1B,622.56,refining,covered
CH,2001,CRF1A1B,670.41,refining,covered
CH,2002,CRF1A1B,694.89,refining,covered
CH,2003,CRF1A1B,646.42,refining,covered
CH,2004,CRF1A1B,905.17,refining,covered
CH,2005,CRF1A1B,934.05,refining,covered
CH,2006,CRF1A1B,1014.56,refining,covered
CH,2007,CRF1A1B,880.8,refining,covered
CH,2008,CRF1A1B,984.99,refining,covered
CH,2009,CRF1A1B,924.13,refining,covered
CH,2010,CRF1A1B,906.61,refining,covered
CH,2011,CRF1A1B,842.5,refining,covered
CH,2012,CRF1A1B,749.76,refining,covered
CH,2013,CRF1A1B,887.11,refining,covered
CH,2014,CRF1A1B,916.33,refining,covered
CH,2015,CRF1A1B,436.12,refining,covered
CH,2016,CRF1A1B,360.29,refining,covered
CH,2017,CRF1A1B,349.93,refining,covered
CH,2018,CRF1A1B,364.96,refining,covered
CH,2019,CRF1A1B,326.39,refining,covered
CH,2020,CRF1A1B,323.94,refining,covered
CH,2021,CRF1A1B,281.73,refining,covered
CH,2022,CRF1A1B,358.43,refining,covered
CH,2023,CRF1A1B,345.31,refining,covered
CH,2024,CRF1A1B,302.32,refining,covered
CY,1990,CRF1A1B,85.72,refining,covered
CY,1991,CRF1A1B,85.99,refining,covered
CY,1992,CRF1A1B,89.12,refining,covered
CY,1993,CRF1A1B,77.72,refining,covered
CY,1994,CRF1A1B,112.21,refining,covered
CY,1995,CRF1A1B,90.22,refining,covered
CY,1996,CRF1A1B,84.25,refining,covered
CY,1997,CRF1A1B,89.4,refining,covered
CY,1998,CRF1A1B,92.52,refining,covered
CY,1999,CRF1A1B,107.06,refining,covered
CY,2000,CRF1A1B,104.2,refining,covered
CY,2001,CRF1A1B,54.17,refining,covered
CY,2002,CRF1A1B,107.02,refining,covered
CY,2003,CRF1A1B,107.02,refining,covered
CY,2004,CRF1A1B,25.66,refining,covered
CY,2005,CRF1A1B,0.0,refining,covered
CY,2006,CRF1A1B,0.0,refining,covered
CY,2007,CRF1A1B,0.0,refining,covered
CY,2008,CRF1A1B,0.0,refining,covered
CY,2009,CRF1A1B,0.0,refining,covered
CY,2010,CRF1A1B,0.0,refining,covered
CY,2011,CRF1A1B,0.0,refining,covered
CY,2012,CRF1A1B,0.0,refining,covered
CY,2013,CRF1A1B,0.0,refining,covered
CY,2014,CRF1A1B,0.0,refining,covered
CY,2015,CRF1A1B,0.0,refining,covered
CY,2016,CRF1A1B,0.0,refining,covered
CY,2017,CRF1A1B,0.0,refining,covered
CY,2018,CRF1A1B,0.0,refining,covered
CY,2019,CRF1A1B,0.0,refining,covered
CY,2020,CRF1A1B,0.0,refining,covered
CY,2021,CRF1A1B,0.0,refining,covered
CY,2022,CRF1A1B,0.0,refining,covered
CY,2023,CRF1A1B,0.0,refining,covered
CY,2024,CRF1A1B,0.0,refining,covered
CZ,1990,CRF1A1B,492.56,refining,covered
CZ,1991,CRF1A1B,470.1,refining,covered
CZ,1992,CRF1A1B,500.79,refining,covered
CZ,1993,CRF1A1B,513.91,refining,covered
CZ,1994,CRF1A1B,675.53,refining,covered
CZ,1995,CRF1A1B,482.47,refining,covered
CZ,1996,CRF1A1B,598.49,refining,covered
CZ,1997,CRF1A1B,568.02,refining,covered
CZ,1998,CRF1A1B,523.15,refining,covered
CZ,1999,CRF1A1B,569.84,refining,covered
CZ,2000,CRF1A1B,620.9,refining,covered
CZ,2001,CRF1A1B,798.58,refining,covered
CZ,2002,CRF1A1B,791.28,refining,covered
CZ,2003,CRF1A1B,777.3,refining,covered
CZ,2004,CRF1A1B,770.73,refining,covered
CZ,2005,CRF1A1B,890.45,refining,covered
CZ,2006,CRF1A1B,959.14,refining,covered
CZ,2007,CRF1A1B,943.42,refining,covered
CZ,2008,CRF1A1B,960.84,refining,covered
CZ,2009,CRF1A1B,863.11,refining,covered
CZ,2010,CRF1A1B,861.07,refining,covered
CZ,2011,CRF1A1B,832.33,refining,covered
CZ,2012,CRF1A1B,826.35,refining,covered
CZ,2013,CRF1A1B,725.4,refining,covered
CZ,2014,CRF1A1B,805.71,refining,covered
CZ,2015,CRF1A1B,570.3,refining,covered
CZ,2016,CRF1A1B,405.41,refining,covered
CZ,2017,CRF1A1B,538.59,refining,covered
CZ,2018,CRF1A1B,504.95,refining,covered
CZ,2019,CRF1A1B,539.87,refining,covered
CZ,2020,CRF1A1B,433.31,refining,covered
CZ,2021,CRF1A1B,479.35,refining,covered
CZ,2022,CRF1A1B,506.01,refining,covered
CZ,2023,CRF1A1B,527.64,refining,covered
CZ,2024,CRF1A1B,461.85,refining,covered
DE,1990,CRF1A1B,24212.49,refining,covered
DE,1991,CRF1A1B,23251.69,refining,covered
DE,1992,CRF1A1B,24731.11,refining,covered
DE,1993,CRF1A1B,25069.54,refining,covered
DE,1994,CRF1A1B,25454.25,refining,covered
DE,1995,CRF1A1B,22675.97,refining,covered
DE,1996,CRF1A1B,22785.18,refining,covered
DE,1997,CRF1A1B,21853.29,refining,covered
DE,1998,CRF1A1B,23096.37,refining,covered
DE,1999,CRF1A1B,22674.26,refining,covered
DE,2000,CRF1A1B,22836.27,refining,covered
DE,2001,CRF1A1B,22413.11,refining,covered
DE,2002,CRF1A1B,22429.83,refining,covered
DE,2003,CRF1A1B,24081.02,refining,covered
DE,2004,CRF1A1B,24760.04,refining,covered
DE,2005,CRF1A1B,25560.38,refining,covered
DE,2006,CRF1A1B,24909.09,refining,covered
DE,2007,CRF1A1B,24457.42,refining,covered
DE,2008,CRF1A1B,25866.92,refining,covered
DE,2009,CRF1A1B,25469.78,refining,covered
DE,2010,CRF1A1B,23637.02,refining,covered
DE,2011,CRF1A1B,23105.31,refining,covered
DE,2012,CRF1A1B,22958.23,refining,covered
DE,2013,CRF1A1B,24623.28,refining,covered
DE,2014,CRF1A1B,23042.86,refining,covered
DE,2015,CRF1A1B,24121.9,refining,covered
DE,2016,CRF1A1B,24166.87,refining,covered
DE,2017,CRF1A1B,24102.21,refining,covered
DE,2018,CRF1A1B,21304.35,refining,covered
DE,2019,CRF1A1B,20860.81,refining,covered
DE,2020,CRF1A1B,20409.01,refining,covered
DE,2021,CRF1A1B,20315.11,refining,covered
DE,2022,CRF1A1B,22274.0,refining,covered
DE,2023,CRF1A1B,20373.12,refining,covered
DE,2024,CRF1A1B,21079.8,refining,covered
DK,1990,CRF1A1B,908.17,refining,covered
DK,1991,CRF1A1B,993.5,refining,covered
DK,1992,CRF1A1B,1134.79,refining,covered
DK,1993,CRF1A1B,1157.92,refining,covered
DK,1994,CRF1A1B,1208.78,refining,covered
DK,1995,CRF1A1B,1387.14,refining,covered
DK,1996,CRF1A1B,1410.34,refining,covered
DK,1997,CRF1A1B,1103.75,refining,covered
DK,1998,CRF1A1B,962.38,refining,covered
DK,1999,CRF1A1B,991.33,refining,covered
DK,2000,CRF1A1B,1000.03,refining,covered
DK,2001,CRF1A1B,1020.93,refining,covered
DK,2002,CRF1A1B,982.45,refining,covered
DK,2003,CRF1A1B,1025.07,refining,covered
DK,2004,CRF1A1B,1000.23,refining,covered
DK,2005,CRF1A1B,938.45,refining,covered
DK,2006,CRF1A1B,981.07,refining,covered
DK,2007,CRF1A1B,993.26,refining,covered
DK,2008,CRF1A1B,884.52,refining,covered
DK,2009,CRF1A1B,907.39,refining,covered
DK,2010,CRF1A1B,853.81,refining,covered
DK,2011,CRF1A1B,835.25,refining,covered
DK,2012,CRF1A1B,926.43,refining,covered
DK,2013,CRF1A1B,910.66,refining,covered
DK,2014,CRF1A1B,920.27,refining,covered
DK,2015,CRF1A1B,978.1,refining,covered
DK,2016,CRF1A1B,867.54,refining,covered
DK,2017,CRF1A1B,931.62,refining,covered
DK,2018,CRF1A1B,889.32,refining,covered
DK,2019,CRF1A1B,955.84,refining,covered
DK,2020,CRF1A1B,910.24,refining,covered
DK,2021,CRF1A1B,938.14,refining,covered
DK,2022,CRF1A1B,911.63,refining,covered
DK,2023,CRF1A1B,898.13,refining,covered
DK,2024,CRF1A1B,848.68,refining,covered
EE,1990,CRF1A1B,0.0,refining,covered
EE,1991,CRF1A1B,0.0,refining,covered
EE,1992,CRF1A1B,0.0,refining,covered
EE,1993,CRF1A1B,0.0,refining,covered
EE,1994,CRF1A1B,0.0,refining,covered
EE,1995,CRF1A1B,0.0,refining,covered
EE,1996,CRF1A1B,0.0,refining,covered
EE,1997,CRF1A1B,0.0,refining,covered
EE,1998,CRF1A1B,0.0,refining,covered
EE,1999,CRF1A1B,0.0,refining,covered
EE,2000,CRF1A1B,0.0,refining,covered
EE,2001,CRF1A1B,0.0,refining,covered
EE,2002,CRF1A1B,0.0,refining,covered
EE,2003,CRF1A1B,0.0,refining,covered
EE,2004,CRF1A1B,0.0,refining,covered
EE,2005,CRF1A1B,0.0,refining,covered
EE,2006,CRF1A1B,0.0,refining,covered
EE,2007,CRF1A1B,0.0,refining,covered
EE,2008,CRF1A1B,0.0,refining,covered
EE,2009,CRF1A1B,0.0,refining,covered
EE,2010,CRF1A1B,0.0,refining,covered
EE,2011,CRF1A1B,0.0,refining,covered
EE,2012,CRF1A1B,0.0,refining,covered
EE,2013,CRF1A1B,0.0,refining,covered
EE,2014,CRF1A1B,0.0,refining,covered
EE,2015,CRF1A1B,0.0,refining,covered
EE,2016,CRF1A1B,0.0,refining,covered
EE,2017,CRF1A1B,0.0,refining,covered
EE,2018,CRF1A1B,0.0,refining,covered
EE,2019,CRF1A1B,0.0,refining,covered
EE,2020,CRF1A1B,0.0,refining,covered
EE,2021,CRF1A1B,0.0,refining,covered
EE,2022,CRF1A1B,0.0,refining,covered
EE,2023,CRF1A1B,0.0,refining,covered
EE,2024,CRF1A1B,0.0,refining,covered
EL,1990,CRF1A1B,2374.96,refining,covered
EL,1991,CRF1A1B,2373.99,refining,covered
EL,1992,CRF1A1B,2306.43,refining,covered
EL,1993,CRF1A1B,2284.53,refining,covered
EL,1994,CRF1A1B,2457.79,refining,covered
EL,1995,CRF1A1B,2483.78,refining,covered
EL,1996,CRF1A1B,2721.55,refining,covered
EL,1997,CRF1A1B,2772.01,refining,covered
EL,1998,CRF1A1B,2849.78,refining,covered
EL,1999,CRF1A1B,2584.13,refining,covered
EL,2000,CRF1A1B,3103.45,refining,covered
EL,2001,CRF1A1B,3148.03,refining,covered
EL,2002,CRF1A1B,3254.93,refining,covered
EL,2003,CRF1A1B,3106.39,refining,covered
EL,2004,CRF1A1B,3257.96,refining,covered
EL,2005,CRF1A1B,3656.49,refining,covered
EL,2006,CRF1A1B,4330.58,refining,covered
EL,2007,CRF1A1B,4380.48,refining,covered
EL,2008,CRF1A1B,4046.94,refining,covered
EL,2009,CRF1A1B,3713.85,refining,covered
EL,2010,CRF1A1B,3668.95,refining,covered
EL,2011,CRF1A1B,3332.58,refining,covered
EL,2012,CRF1A1B,3559.71,refining,covered
EL,2013,CRF1A1B,5063.23,refining,covered
EL,2014,CRF1A1B,5305.25,refining,covered
EL,2015,CRF1A1B,5252.89,refining,covered
EL,2016,CRF1A1B,5562.28,refining,covered
EL,2017,CRF1A1B,4904.42,refining,covered
EL,2018,CRF1A1B,4930.25,refining,covered
EL,2019,CRF1A1B,4599.56,refining,covered
EL,2020,CRF1A1B,4448.22,refining,covered
EL,2021,CRF1A1B,5276.59,refining,covered
EL,2022,CRF1A1B,5841.41,refining,covered
EL,2023,CRF1A1B,5534.79,refining,covered
EL,2024,CRF1A1B,5306.11,refining,covered
ES,1990,CRF1A1B,10858.12,refining,covered
ES,1991,CRF1A1B,10425.59,refining,covered
ES,1992,CRF1A1B,10372.69,refining,covered
ES,1993,CRF1A1B,10246.76,refining,covered
ES,1994,CRF1A1B,11317.15,refining,covered
ES,1995,CRF1A1B,11406.97,refining,covered
ES,1996,CRF1A1B,11759.47,refining,covered
ES,1997,CRF1A1B,12026.26,refining,covered
ES,1998,CRF1A1B,12004.97,refining,covered
ES,1999,CRF1A1B,12094.67,refining,covered
ES,2000,CRF1A1B,12170.28,refining,covered
ES,2001,CRF1A1B,11961.24,refining,covered
ES,2002,CRF1A1B,11733.55,refining,covered
ES,2003,CRF1A1B,11655.1,refining,covered
ES,2004,CRF1A1B,12171.34,refining,covered
ES,2005,CRF1A1B,11854.26,refining,covered
ES,2006,CRF1A1B,12025.17,refining,covered
ES,2007,CRF1A1B,11828.77,refining,covered
ES,2008,CRF1A1B,11658.59,refining,covered
ES,2009,CRF1A1B,10816.04,refining,covered
ES,2010,CRF1A1B,10348.33,refining,covered
ES,2011,CRF1A1B,10682.14,refining,covered
ES,2012,CRF1A1B,11115.07,refining,covered
ES,2013,CRF1A1B,10850.4,refining,covered
ES,2014,CRF1A1B,10408.08,refining,covered
ES,2015,CRF1A1B,10441.08,refining,covered
ES,2016,CRF1A1B,10268.97,refining,covered
ES,2017,CRF1A1B,10210.17,refining,covered
ES,2018,CRF1A1B,10308.68,refining,covered
ES,2019,CRF1A1B,10218.71,refining,covered
ES,2020,CRF1A1B,9236.08,refining,covered
ES,2021,CRF1A1B,9044.18,refining,covered
ES,2022,CRF1A1B,9606.16,refining,covered
ES,2023,CRF1A1B,9533.93,refining,covered
ES,2024,CRF1A1B,9816.87,refining,covered
EU27_2020,1990,CRF1A1B,107309.22,refining,covered
EU27_2020,1991,CRF1A1B,101118.58,refining,covered
EU27_2020,1992,CRF1A1B,101249.2,refining,covered
EU27_2020,1993,CRF1A1B,103694.14,refining,covered
EU27_2020,1994,CRF1A1B,107634.04,refining,covered
EU27_2020,1995,CRF1A1B,110238.47,refining,covered
EU27_2020,1996,CRF1A1B,113679.62,refining,covered
EU27_2020,1997,CRF1A1B,114158.49,refining,covered
EU27_2020,1998,CRF1A1B,117063.0,refining,covered
EU27_2020,1999,CRF1A1B,113265.25,refining,covered
EU27_2020,2000,CRF1A1B,116685.24,refining,covered
EU27_2020,2001,CRF1A1B,117322.66,refining,covered
EU27_2020,2002,CRF1A1B,117570.58,refining,covered
EU27_2020,2003,CRF1A1B,118506.38,refining,covered
EU27_2020,2004,CRF1A1B,123355.75,refining,covered
EU27_2020,2005,CRF1A1B,125563.14,refining,covered
EU27_2020,2006,CRF1A1B,125958.13,refining,covered
EU27_2020,2007,CRF1A1B,126486.09,refining,covered
EU27_2020,2008,CRF1A1B,126831.52,refining,covered
EU27_2020,2009,CRF1A1B,119494.05,refining,covered
EU27_2020,2010,CRF1A1B,118327.79,refining,covered
EU27_2020,2011,CRF1A1B,115719.87,refining,covered
EU27_2020,2012,CRF1A1B,113165.53,refining,covered
EU27_2020,2013,CRF1A1B,109517.37,refining,covered
EU27_2020,2014,CRF1A1B,106207.43,refining,covered
EU27_2020,2015,CRF1A1B,108094.66,refining,covered
EU27_2020,2016,CRF1A1B,106971.6,refining,covered
EU27_2020,2017,CRF1A1B,104967.31,refining,covered
EU27_2020,2018,CRF1A1B,99914.14,refining,covered
EU27_2020,2019,CRF1A1B,96968.48,refining,covered
EU27_2020,2020,CRF1A1B,90566.66,refining,covered
EU27_2020,2021,CRF1A1B,92051.47,refining,covered
EU27_2020,2022,CRF1A1B,96978.2,refining,covered
EU27_2020,2023,CRF1A1B,92210.38,refining,covered
EU27_2020,2024,CRF1A1B,91137.28,refining,covered
FI,1990,CRF1A1B,1993.89,refining,covered
FI,1991,CRF1A1B,2033.33,refining,covered
FI,1992,CRF1A1B,2072.82,refining,covered
FI,1993,CRF1A1B,2029.49,refining,covered
FI,1994,CRF1A1B,2453.08,refining,covered
FI,1995,CRF1A1B,2383.63,refining,covered
FI,1996,CRF1A1B,2658.36,refining,covered
FI,1997,CRF1A1B,2387.65,refining,covered
FI,1998,CRF1A1B,2541.57,refining,covered
FI,1999,CRF1A1B,2504.54,refining,covered
FI,2000,CRF1A1B,2351.11,refining,covered
FI,2001,CRF1A1B,2379.34,refining,covered
FI,2002,CRF1A1B,2558.55,refining,covered
FI,2003,CRF1A1B,2597.4,refining,covered
FI,2004,CRF1A1B,2588.42,refining,covered
FI,2005,CRF1A1B,2511.55,refining,covered
FI,2006,CRF1A1B,2657.83,refining,covered
FI,2007,CRF1A1B,2599.88,refining,covered
FI,2008,CRF1A1B,2660.74,refining,covered
FI,2009,CRF1A1B,2704.94,refining,covered
FI,2010,CRF1A1B,2568.81,refining,covered
FI,2011,CRF1A1B,2638.93,refining,covered
FI,2012,CRF1A1B,2413.11,refining,covered
FI,2013,CRF1A1B,2412.19,refining,covered
FI,2014,CRF1A1B,2467.69,refining,covered
FI,2015,CRF1A1B,2139.46,refining,covered
FI,2016,CRF1A1B,1552.07,refining,covered
FI,2017,CRF1A1B,1553.53,refining,covered
FI,2018,CRF1A1B,1544.07,refining,covered
FI,2019,CRF1A1B,1576.96,refining,covered
FI,2020,CRF1A1B,1467.32,refining,covered
FI,2021,CRF1A1B,1082.28,refining,covered
FI,2022,CRF1A1B,1321.72,refining,covered
FI,2023,CRF1A1B,1391.41,refining,covered
FI,2024,CRF1A1B,1202.03,refining,covered
FR,1990,CRF1A1B,11935.46,refining,covered
FR,1991,CRF1A1B,12254.48,refining,covered
FR,1992,CRF1A1B,12313.18,refining,covered
FR,1993,CRF1A1B,12525.79,refining,covered
FR,1994,CRF1A1B,12969.8,refining,covered
FR,1995,CRF1A1B,13144.7,refining,covered
FR,1996,CRF1A1B,13649.73,refining,covered
FR,1997,CRF1A1B,14420.63,refining,covered
FR,1998,CRF1A1B,14178.23,refining,covered
FR,1999,CRF1A1B,13650.39,refining,covered
